blood.csv,0.009285926818847656,1
blood.csv,0.011245012283325195,2
blood.csv,0.01692819595336914,4
blood.csv,0.03892016410827637,8
blood.csv,0.06241297721862793,16
blood.csv,0.12349486351013184,32
blood.csv,0.252946138381958,64
blood.csv,0.35385799407958984,100
2dplanes.csv,0.09238100051879883,1
2dplanes.csv,0.17362499237060547,2
2dplanes.csv,0.34820008277893066,4
2dplanes.csv,0.6738238334655762,8
2dplanes.csv,1.2865159511566162,16
2dplanes.csv,2.6019930839538574,32
2dplanes.csv,5.209871053695679,64
2dplanes.csv,8.201679944992065,100
