blood.csv,0.005957841873168945,1
blood.csv,0.006201982498168945,2
blood.csv,0.00644683837890625,4
blood.csv,0.006669044494628906,6
blood.csv,0.006768941879272461,8
blood.csv,0.00603795051574707,16
blood.csv,0.01026606559753418,32
blood.csv,0.010712146759033203,64
blood.csv,0.031538963317871094,80
blood.csv,0.021336078643798828,100
2dplanes.csv,0.024863004684448242,1
2dplanes.csv,0.03031778335571289,2
2dplanes.csv,0.030407190322875977,4
2dplanes.csv,0.028942108154296875,6
2dplanes.csv,0.03250598907470703,8
2dplanes.csv,0.03213095664978027,16
2dplanes.csv,0.04646706581115723,32
2dplanes.csv,0.04104495048522949,64
2dplanes.csv,0.5630080699920654,80
2dplanes.csv,0.6276571750640869,100
