blood.csv,0.007861137390136719,1
blood.csv,0.011680841445922852,2
blood.csv,0.017786026000976562,4
blood.csv,0.035552978515625,8
blood.csv,0.06693601608276367,16
blood.csv,0.12720417976379395,32
blood.csv,0.2398669719696045,64
blood.csv,0.41325998306274414,100
2dplanes.csv,0.04777097702026367,1
2dplanes.csv,0.08720993995666504,2
2dplanes.csv,0.1555619239807129,4
2dplanes.csv,0.31929612159729004,8
2dplanes.csv,0.6100289821624756,16
2dplanes.csv,1.2810261249542236,32
2dplanes.csv,2.46747088432312,64
2dplanes.csv,3.859467029571533,100
