blood.csv,0.00707697868347168,1
blood.csv,0.018018007278442383,2
blood.csv,0.008859872817993164,4
blood.csv,0.039070844650268555,8
blood.csv,0.035897016525268555,16
blood.csv,0.19073700904846191,32
blood.csv,1.1813440322875977,64
blood.csv,2.934164047241211,100
2dplanes.csv,0.12964320182800293,1
2dplanes.csv,0.1458292007446289,2
2dplanes.csv,0.14730000495910645,4
2dplanes.csv,0.16189312934875488,8
2dplanes.csv,0.20836806297302246,16
2dplanes.csv,0.23550820350646973,32
2dplanes.csv,1.6827771663665771,64
2dplanes.csv,1.994102954864502,100
